Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Total Revenue,Cost of Revenue,Gross Profit,Research and Development,Sales General and Admin.,Non-Recurring Items,Other Operating Items,Operating Income,Add'l income/expense items,Earnings Before Interest and Tax,Interest Expense,Earnings Before Tax,Income Tax,Minority Interest,Equity Earnings/Loss Unconsolidated Subsidiary,Net Income-Cont. Operations,Net Income,Net Income Applicable to Common Shareholders
ICAD,12/31/2018,3.67,7.77,111.71662125340598,25621,6191,19430,9445,17810,0,305,-8130,110,-8020,955,-8975,42,0,0,-9017,-9017,-9017
ICAD,12/31/2017,3.52,3.7,5.113636363636368,28102,9926,18176,9327,18380,6693,452,-14168,2526,-14150,124,-14274,-18,0,0,-14256,-14256,-14256
ICAD,12/31/2016,3.27,3.47,6.116207951070342,26338,7820,18518,9518,17854,0,1116,-9970,10,-9960,63,-10023,76,0,0,-10099,-10099,-10099
WMS,3/31/2019,25.92,29.44,13.580246913580243,1384733,1057766,326967,0,186027,0,7880,129413,-2832,130228,18618,111610,30049,-95,-3694,77772,77772,77772
WMS,3/31/2018,25.85,26.26,1.5860735009671185,1330354,1027873,302481,0,191156,0,8068,88254,-11053,92204,15262,76942,11411,-739,-2785,62007,62007,62007
WMS,3/31/2017,21.95,24.75,12.756264236902053,1257261,961451,295810,0,202425,0,8548,76328,-2539,82298,17467,64831,24615,-4308,-2958,32950,32950,32950
NCZ,2/28/2009,9.46,9.43,-0.31712473572939887,101703,7324,94379,0,1849,0,0,92530,-480210,92530,0,92530,0,0,0,-387679,-387679,-399417
NCZ,2/28/2007,9.46,9.43,-0.31712473572939887,146041,9786,136255,0,1719,0,0,134535,0,98949,0,98949,0,0,0,134535,134535,109599
NCZ,2/28/2006,9.46,9.43,-0.31712473572939887,101444,6673,94771,0,1111,0,0,93660,-863,60146,0,60146,0,0,0,92797,92797,80063
CDZI,12/31/2019,11.01,10.65,-3.2697547683923656,441,0,441,0,12165,0,265,-11989,29,-11960,17072,-29032,6,-490,0,-29528,-29528,-29528
CDZI,12/31/2018,10.3,11.02,6.990291262135911,440,0,440,0,11402,0,258,-11220,223,-10997,15270,-26267,6,0,0,-26273,-26273,-26273
CDZI,12/31/2017,14.3,10.3,-27.97202797202797,437,0,437,0,12803,0,274,-12640,-3450,-16090,17770,-33860,4,0,0,-37365,-33864,-33864
CDZI,12/31/2016,12.75,14.2,11.372549019607838,412,0,412,0,9330,0,292,-9210,-2250,-11460,14875,-26335,4,0,0,-28589,-26339,-26339
LITB,12/31/2019,1.03,2.54,146.60194174757282,243626,146029,97597,0,113649,0,0,-16052,15171,-881,66,-947,113,2118,-59,999,999,999
LITB,12/31/2018,1.18,1.05,-11.016949152542365,227539,166343,61196,0,98677,0,0,-37481,-22304,-59785,5,-59790,33,221,1,-59601,-59601,-59601
LITB,12/31/2017,2.22,1.22,-45.04504504504505,319881,214261,105620,0,115787,0,0,-10167,492,-9675,0,-9675,81,208,0,-9548,-9548,-9548
LITB,12/31/2016,2.93,2.1801,-25.593856655290107,292487,188937,103550,0,112634,0,0,-9084,398,-8686,0,-8686,54,17,0,-8723,-8723,-8723
IGT,12/31/2019,15.13,16.94,11.962987442167881,4785806,2933648,1852158,266241,849789,99000,0,637128,57768,694896,410129,284767,173109,0,-130683,-19025,-19025,-19025
IGT,12/31/2018,14.48,14.97,3.3839779005524875,4831256,2941688,1889568,263279,861298,118000,0,646991,74444,721435,417387,304048,189401,0,-135997,-21350,-21350,-21350
IGT,12/31/2017,26.5,14.63,-44.79245283018868,4938959,3132514,1806445,313088,830449,714000,0,-51092,-477370,-528462,448463,-976925,-29414,0,-121065,-1068576,-1068576,-1068576
IGT,12/31/2016,25.52,26.76,4.858934169279005,5153896,3135837,2018059,343531,948414,65678,0,660436,132245,792681,469268,323413,59206,0,-52870,211337,211337,211337
EQC,12/31/2019,32.93,27.28,-17.15760704524749,127850,0,127850,0,84860,0,28122,14868,488190,503058,8908,494150,1284,0,-186,486306,492680,484692
EQC,12/31/2018,29.79,32.83,10.204766700234975,197022,0,197022,0,124355,12087,49041,11539,291110,302649,26585,276064,3156,0,-95,265691,272813,264825
EQC,12/31/2017,30.52,30.01,-1.6710353866317105,340571,0,340571,0,189185,19714,90708,40964,41385,82349,52183,30166,500,0,-10,29163,29656,21668
EQC,12/31/2016,30.25,30.55,0.991735537190085,500680,0,500680,0,250962,58476,131806,59436,258532,317968,84329,233639,745,0,0,230214,232894,205329
BPYU,12/31/2019,18.52,14.94,-19.330453563714904,1563968,611532,952436,0,37576,223142,501636,190082,718956,936580,678460,258120,9683,260016,-48031,663458,432880,432880
BPYU,12/31/2018,16.3,18.445,13.159509202453984,2064034,688576,1375458,0,256751,57968,633063,427676,3144889,3558582,576700,2981882,-594186,573718,-73228,7086406,4090541,4090541
BPYU,12/31/2017,21,16.1,-23.33333333333333,2327862,718401,1609461,0,67176,10701,693327,838257,194915,978060,541945,436115,-10896,164750,-9539,1148561,657334,657334
BPYU,12/31/2016,21,20.8,-0.952380952380949,2346446,705855,1640591,0,68900,110692,660746,800253,796951,1597204,571200,1026004,901,283170,-19906,2314371,1288367,1288367
TANNZ,12/31/2019,25.26,25.48,0.8709422011084673,6117359,4594769,1522590,0,1357046,0,100260,65284,880,66164,28356,37808,4339,0,-124,33469,33469,33345
TANNZ,12/31/2018,22.83,25.5,11.69513797634692,6232215,4786169,1446046,0,1336151,0,83179,26716,-2060,24656,29003,-4347,-1574,0,-149,-2773,-120404,-120553
TANNZ,12/31/2017,24.85,23.27,-6.358148893360167,5316897,3965213,1351684,0,1293532,0,89379,-31227,895,-30332,30016,-60348,-80250,0,-132,19902,9283,9151
TANNZ,12/31/2016,25.01,24.701,-1.2355057976809318,5451124,3975918,1475206,0,1360757,0,92389,22060,-2451,24153,27815,-3662,-1733,4544,-89,2526,2526,-2018
FNLC,12/31/2019,30.25,25.4,-16.033057851239672,92840,23268,0,0,35129,0,1293,0,0,33150,2890,30260,4735,0,0,25525,25525,25525
FNLC,12/31/2018,25.84,30.23,16.98916408668731,83143,15970,0,0,33424,0,1543,0,0,32206,4364,27842,4306,0,0,23536,23536,23536
FNLC,12/31/2017,27.2,26.3,-3.3088235294117596,73380,9479,0,0,31608,0,2043,0,0,30250,4050,26200,6612,0,0,19588,19588,19588
FNLC,12/31/2016,33.07,27.11,-18.022376776534628,66258,6028,0,0,29340,0,1643,0,0,29247,4784,24463,6454,0,0,18009,18009,18009
LYV,12/31/2019,72,73.48,2.055555555555561,11547969,8467182,3080787,0,2314325,0,443991,324844,14697,342625,157521,185104,66892,5457,-48323,75346,75346,69889
LYV,12/31/2018,48.69,71.47,46.7857876360649,10787800,7967932,2819868,0,2150434,0,386529,272536,-13571,272081,140976,131105,40765,2747,-30091,62996,62996,60249
LYV,12/31/2017,42.73,49.25,15.258600514860763,9687222,7181898,2505324,0,2042695,0,372201,91397,6801,98390,107770,-9380,-17154,1161,-13789,-4854,-4854,-6015
LYV,12/31/2016,26.9,42.65,58.55018587360595,7826336,5639177,2187159,0,1673511,0,318584,194940,-22430,154832,106506,48326,28029,-17802,-17355,-28909,-28909,2942
AIHS,3/31/2019,4.4,0.4377,-90.05227272727272,2551,1812,739,0,1777,5,0,-1043,-57,-1100,34,-1134,22,0,-7,-1156,-4550,-4550
AIHS,3/31/2018,5.86,4.375,-25.341296928327647,495,0,495,0,1518,8179,660,-9862,3,-9859,0,-9859,0,0,0,-9859,-9859,-9859
AIHS,3/31/2017,5.51,5.83,5.8076225045372105,73,0,73,0,259,0,325,-510,0,-510,0,-510,0,0,9,-510,-588,-588
GHC,12/31/2019,640.7,533.38,-16.750429218042772,2932099,2023205,908894,0,642700,9152,112496,144546,300048,456258,29779,426479,98600,11664,-24,339519,339519,327855
GHC,12/31/2018,635.06,638.99,0.6188391648033358,2695966,1687432,1008534,0,650128,8109,104136,246161,100776,361410,37902,323508,52100,14473,-202,285679,285679,271206
GHC,12/31/2017,561.7,640.58,14.043083496528395,2591846,1454343,1137503,0,887790,9614,103696,136403,83521,216675,33886,182789,-119700,-3249,-445,298795,298795,302044
GHC,12/31/2016,515.6,562.95,9.183475562451516,2481890,1270030,1211860,0,896097,1603,91291,222869,71116,286048,35390,250658,81200,-7937,-868,160653,160653,168590
SFIX,8/3/2019,24,22.57,-5.958333333333332,1577558,874429,703129,0,679634,0,0,23495,1535,30821,0,30821,-6060,0,0,36881,36881,36881
SFIX,7/28/2018,29.66,27.63,-6.844234659474043,1226505,690483,536022,0,492998,0,0,43024,10785,54713,0,54713,9813,0,0,44900,44900,44900
SFIX,7/29/2017,16.9,28.63,69.40828402366864,977139,542718,434421,0,402781,0,0,31640,-18839,12801,0,12801,13395,0,0,-594,-594,-594
MSB,12/31/2019,23.75,28.05,18.10526315789474,103915000,8635000,0,0,58070000,0,2795000,0,0,34415000,10217000,24198000,4157000,2843000,-492000,22392000,19549000,17938000
MSB,12/31/2018,23.64,23.54,-0.4230118443316473,101060000,5622000,0,0,55068000,0,2802000,0,0,37568000,9030000,28538000,5662000,1515000,-483000,23908000,22393000,20689000
MSB,12/31/2017,25.1,23.69,-5.617529880478087,97741000,3013000,0,0,57332000,0,3680000,0,0,33716000,6339000,27377000,4917000,1779000,-277000,23962000,22183000,20554000
MSB,12/31/2016,10.8,26.95,149.537037037037,94176000,1395000,0,0,51185000,0,4962000,0,0,36634000,4514000,32120000,10075000,1103000,-107000,23041000,21938000,20373000
THFF,12/31/2019,45.92,38.85,-15.396341463414634,187573,15711,0,0,104405,0,4700,0,0,62757,1758,60999,12127,0,0,48872,48872,48872
THFF,12/31/2018,39.9,45.72,14.586466165413535,164430,9032,0,0,91289,0,5768,0,0,58341,613,57728,11145,0,0,46583,46583,46583
THFF,12/31/2017,45.9,40.15,-12.52723311546841,150133,6011,0,0,88747,0,5295,0,0,50080,327,49753,20622,0,0,29131,29131,29131
THFF,12/31/2016,53.2,44.95,-15.50751879699248,156311,4159,0,0,90308,0,3300,0,0,58544,248,58296,19883,0,0,38413,38413,38413
CPHC,12/31/2019,12.35,11.97,-3.076923076923069,59227,4075,55152,0,48785,-199,2680,3885,77,3963,0,3963,1244,0,0,2718,2718,2718
CPHC,12/31/2018,14.01,12.4,-11.491791577444678,59142,3587,55555,0,47615,-21,2564,5397,2311,7708,0,7708,1990,0,0,5718,5718,5718
CPHC,12/31/2017,16.45,13.91,-15.44072948328267,56953,3705,53248,0,46336,-141,2529,4523,47,4571,0,4571,480,0,0,4091,4091,4091
CPHC,12/31/2016,10.05,16,59.20398009950247,52460,3790,48670,0,44315,-1465,2548,3273,3898,7171,51,7120,2924,0,0,4196,4196,4196
AVID,12/31/2019,8.65,15.87,83.46820809248553,411788,162713,249075,62343,153306,629,694,32103,-2866,29237,26712,2525,-5076,0,0,7601,7601,7601
AVID,12/31/2018,4.69,8.58,82.94243070362471,413282,174118,239164,62379,156503,5148,1450,13684,387,14071,23474,-9403,1271,0,0,-10674,-10674,-10674
AVID,12/31/2017,5.4,4.75,-12.037037037037042,419003,176887,242116,68212,160149,7059,1450,5246,1296,6542,19964,-13422,133,0,0,-13555,-13555,-13555
AVID,12/31/2016,4.4,5.57,26.59090909090909,511930,179207,332723,81564,171809,12837,2498,64015,232,64247,18903,45344,-2875,0,0,48219,48219,48219
IBIO,6/30/2019,0.701,2.22,216.69044222539233,2018,0,2018,5474,12332,0,0,-15788,91,-15697,1900,-17597,0,0,4,-17593,-17593,-17853
IBIO,6/30/2018,0.89,0.6953,-21.876404494382022,444,0,444,3986,10685,0,0,-14227,34,-14193,1915,-16108,0,0,3,-16105,-16105,-16365
IBIO,6/30/2017,3.78,0.87,-76.98412698412697,394,0,394,4117,10551,0,0,-14274,64,-14210,1929,-16139,0,0,1607,-14532,-14532,-14622
VFC,3/31/2019,82.469,54.08,-34.42384411112054,10266887,4656326,5610561,0,4420379,0,0,1190182,-44131,1146051,107738,1038313,167887,0,0,870426,1259792,1259792
VFC,3/31/2018,69.5006,82.1867,18.25322371317657,8075890,3614284,4461606,0,3720333,0,0,741273,10908,752181,102383,649798,466029,0,0,183769,658553,658553
VFC,12/31/2017,70.037,67.1384,-4.138669560375233,8394684,3849248,4545436,0,3662062,0,0,883374,6479,889853,101974,787879,519809,0,0,268070,614923,614923
AEB,12/31/2019,24.68,25.44,3.0794165316045445,75563000,70662000,4901000,0,0,190000,2752000,1383000,0,2211000,576000,1635000,245000,254000,0,1391000,1391000,1391000
AEB,12/31/2018,18.8,24.78,31.80851063829787,23962000,19183000,4779000,0,0,89000,3499000,610000,0,1439000,580000,859000,46000,247000,0,813000,813000,813000
AEB,12/31/2017,24.368,18.84,-22.685489166119496,69710000,61871000,7839000,0,0,50000,4430000,2838000,0,3565000,522000,3043000,78000,207000,0,2965000,2965000,2965000
AEB,12/31/2016,22.1242,24.2601,9.654134386780102,56073000,50971000,5102000,0,0,100000,4140000,495000,0,1009000,366000,643000,181000,148000,0,462000,462000,462000
SANM,9/28/2019,32.22,27.13,-15.79764121663563,8233859,7641921,591938,27552,260032,18237,0,286117,-9735,276382,30763,245619,104104,0,0,141515,141515,141515
SANM,9/29/2018,27.71,32.11,15.87874413569108,7110130,6646347,463783,30754,250924,62664,0,119441,5832,125273,27734,97539,193072,0,0,-95533,-95533,-95533
SANM,9/30/2017,37.4,27.09,-27.566844919786092,6868619,6348708,519911,33716,258389,1339,0,226467,8947,235414,21934,213480,74647,0,0,138833,138833,138833
MRSN,12/31/2019,5.81,26.61,358.00344234079176,42123,0,42123,55040,17283,0,0,-30200,2226,-27974,234,-28208,0,0,0,-28208,-28208,-28208
MRSN,12/31/2018,3.93,5.73,45.80152671755726,10594,0,10594,59915,16334,0,0,-65655,1398,-64257,0,-64257,0,0,0,-64257,-64257,-64257
MRSN,12/31/2017,16.5,4.08,-75.27272727272727,17545,0,17545,46700,10462,0,0,-39617,910,-38707,0,-38707,0,0,0,-38707,-38707,-38707
MRSN,12/31/2016,14.25,17.39,22.03508771929825,25171,0,25171,32008,6984,0,0,-13821,121,-13700,0,-13700,0,0,0,-13700,-13700,-13700
FMO,11/30/2008,105.6,105.2,-0.37878787878787074,3450,5766,-2317,0,609,0,0,-2925,-169693,-6129,6521,-12650,-5008,0,0,-174132,-174132,-174132
FMO,11/30/2007,105.6,105.2,-0.37878787878787074,47519,6663,40857,0,466,0,0,40391,0,-2730,9399,-12129,-4959,0,0,35951,35951,35951
FMO,11/30/2006,105.6,105.2,-0.37878787878787074,83344,5804,77540,0,471,0,0,77069,0,2028,8074,-6046,-2442,0,0,71438,71438,71438
FMO,11/30/2005,105.6,105.2,-0.37878787878787074,36465,4615,31850,0,325,0,0,31526,0,-1247,3392,-4639,-1842,0,0,29975,29975,29975
REDU,12/31/2019,6.81,6.09,-10.5726872246696,219568,99731,119838,0,87854,0,0,31984,3813,35796,4894,30902,10149,0,508,21261,21261,21261
REDU,12/31/2018,7.93,6.99,-11.853720050441355,185252,83973,101280,0,71041,0,0,30239,5884,36121,4923,31198,10452,0,76,20822,20822,20822
REDU,12/31/2017,14.9,7.96,-46.57718120805369,148844,69444,79400,0,79497,0,0,-96,4077,3979,4083,-104,8127,0,864,-7367,-7367,-7367
REDU,12/31/2016,16,14.88,-6.999999999999995,102309,52317,49991,0,39797,0,0,10194,2630,12824,874,11950,4634,0,443,7759,7759,7759
TACT,12/31/2019,10.871,7.1,-34.68862110201454,45748,23813,21935,4393,17199,0,0,343,52,395,28,367,-149,0,0,516,516,516
TACT,12/31/2018,8.94,10.97,22.70693512304252,54587,27844,26743,4576,15408,0,0,6759,-266,6493,27,6466,1040,0,0,5426,5426,5426
TACT,12/31/2017,13.4,8.98,-32.98507462686567,56311,29649,26662,4303,15545,0,0,6814,-9,6805,33,6772,3561,0,0,3211,3211,3211
TACT,12/31/2016,6.4318,13.25,106.00764949158868,57235,33436,23799,4425,14174,0,0,5200,3,5203,33,5170,1553,0,0,3617,3617,3617
REGN,6/30/2019,317.61,623.65,96.35716759547871,67684000,34768000,32916000,0,19084000,8345000,0,5487000,1091000,6578000,509000,6069000,2103000,0,-69000,3897000,3897000,3897000
REGN,6/30/2018,344.95,316.56,-8.230178286708215,66832000,34432000,32400000,0,19037000,0,0,13363000,469000,13832000,506000,13326000,3465000,0,-111000,9750000,9750000,9750000
REGN,6/30/2017,494.2,351.14,-28.947794415216514,65058000,32638000,32420000,0,18654000,0,0,13766000,-44000,13722000,465000,13257000,3063000,0,-85000,10194000,15326000,15326000
ADXS,10/31/2019,0.322,0.3408,5.838509316770181,20884,0,20884,26677,12179,0,0,-17972,1410,-16562,0,-16562,50,0,0,-16612,-16612,-16612
ADXS,10/31/2018,8.5346,0.3165,-96.29156609565767,6063,0,6063,56970,19472,0,0,-70379,3914,-66465,0,-66465,50,0,0,-66515,-66515,-66515
ADXS,10/31/2017,51.5974,8.4146,-83.6918139286088,12031,0,12031,70508,39969,0,0,-98446,608,-97838,0,-97838,-4403,0,0,-93435,-93435,-93435
ADXS,10/31/2016,121.0439,50.9975,-57.86859147796791,3995,0,3995,48775,31713,0,0,-76492,400,-76092,0,-76092,-2536,0,0,-73556,-73556,-73556
UNVR,12/31/2019,24.39,19.01,-22.058220582205816,9286900,7146100,2140800,0,1731800,7000,214700,187300,-41200,146100,147200,-1100,104500,0,0,-105600,-100200,-100200
UNVR,12/31/2018,17.43,24.24,39.07056798623063,8632500,6732400,1900100,0,1333200,0,179500,387400,-29600,357800,135600,222200,49900,0,0,172300,172300,172300
UNVR,12/31/2017,30.98,17.74,-42.73724983860556,8253700,6448200,1805500,0,1267100,0,200400,338000,-17200,320800,152000,168800,49000,0,0,119800,119800,119800
UNVR,12/31/2016,28.53,30.87,8.201892744479496,8073700,6346600,1727100,0,1216900,133900,237900,138400,-54200,84200,163800,-79600,-11200,0,0,-68400,-68400,-68400
NK,12/31/2019,3.83,13.33,248.04177545691905,43,0,43,49785,18065,0,0,-67807,1940,-65867,19,-65886,-97,0,0,-65789,-65789,-65789
NK,12/31/2018,1.12,3.79,238.3928571428571,47,0,47,55718,42718,0,0,-98389,2093,-96296,433,-96729,-503,0,0,-96226,-96226,-96226
NK,12/31/2017,4.51,1.16,-74.27937915742793,45,0,45,42044,57121,0,0,-99120,2822,-96298,618,-96916,-493,0,0,-96423,-96423,-96423
NK,12/31/2016,5.74,4.38,-23.69337979094077,44,0,44,29153,95391,0,0,-124500,3185,-121315,66,-121381,-572,0,0,-120809,-120809,-120809
OGE,12/31/2019,44.5,31.86,-28.40449438202247,2231600,786900,1444700,0,585400,0,355000,504300,-4100,614100,150700,463400,29800,113900,0,547500,433600,433600
OGE,12/31/2018,39.17,44.47,13.530763339290267,2270300,892500,1377800,0,566600,0,321600,489600,23000,665400,167700,497700,72200,152800,0,578300,425500,425500
OGE,12/31/2017,33,39.19,18.75757575757575,2261100,897600,1363500,0,548100,0,283500,531900,68400,731500,161800,569700,-49300,131200,0,750200,619000,619000
OGE,12/31/2016,33.58,32.67,-2.7099463966646713,2259200,880100,1379100,0,525700,0,322600,530800,3300,635900,149600,486300,148100,101800,0,440000,338200,338200
AIV,12/31/2019,8.9642,5.28,-41.09903839717989,914294,311221,603073,0,66129,0,380171,156773,516123,673699,168807,504892,-3135,803,-33944,474886,474083,466144
AIV,12/31/2018,7.7738,8.9573,15.224214669788271,972410,328822,643588,0,50046,0,377786,215756,688377,904210,200634,703576,-13027,77,-50376,666304,666227,656597
AIV,12/31/2017,7.8311,7.8472,0.20559053006601602,1005437,354584,650853,0,54805,35881,366184,193983,309181,510858,194615,316243,-30836,7694,-31305,323468,315774,306861
AIV,12/31/2016,8.1708,7.7703,-4.901600822440889,995854,354913,640941,0,61079,0,333066,246796,414024,660820,196389,464431,-18842,0,-52863,430410,430410,417781
WSBC,12/31/2019,37.94,29.96,-21.033210332103312,600969,43455,0,0,285471,16397,21538,0,0,234108,40894,193214,34341,0,0,158873,158873,158873
WSBC,12/31/2018,36.21,37.79,4.363435515051086,515233,31835,0,0,240384,17860,14744,0,0,210410,35886,174524,31412,0,0,143112,143112,143112
WSBC,12/31/2017,41.16,36.69,-10.8600583090379,421264,20080,0,0,214975,945,14926,0,0,170338,22049,148289,53807,0,0,94482,94482,94482
WSBC,12/31/2016,43.63,40.58,-6.990602796241128,367596,15792,0,0,191821,13261,12076,0,0,134646,16975,117671,31036,0,0,86635,86635,86635
CRI,12/28/2019,110.06,96.25,-12.547701253861533,3519286,2010736,1508550,0,1140515,30800,0,371872,28334,365569,37617,327952,64150,0,0,263802,263802,263802
CRI,12/29/2018,82.03,110.29,34.450810679019874,3462269,1964786,1497483,0,1144980,0,0,391433,38041,390544,34569,355975,73907,0,0,282068,282068,282068
CRI,12/30/2017,118.47,81.62,-31.10492107706592,3400504,1917150,1483354,0,1106928,0,0,419607,44690,421116,30044,391072,88224,0,0,302848,302848,302848
CRI,12/31/2016,87.65,117.85,34.45521962350256,3198543,1820024,1378519,0,995406,0,0,425928,39371,422484,27044,395440,137731,0,0,257709,257709,257709
AVGO,11/3/2019,299.52,353.76,18.108974358974365,22597000,10114000,12483000,4696000,1709000,736000,1898000,3444000,226000,3670000,1444000,2226000,-510000,0,0,2736000,2724000,2695000
AVGO,11/4/2018,219.02,305,39.256688886859635,20848000,10115000,10733000,3768000,1056000,233000,541000,5135000,38000,5173000,628000,4545000,-8084000,0,-351000,12629000,12610000,12259000
AVGO,10/29/2017,253.3,211.5,-16.502171338333994,17636000,9127000,8509000,3302000,789000,283000,1764000,2371000,-92000,2279000,454000,1825000,35000,0,-92000,1790000,1784000,1692000
RLMD,6/30/2017,3.2,4.4,37.5,0,0,0,1293,5925,0,0,-7219,933,-6286,1,-6287,0,0,0,-6287,-6287,-6287
RLMD,6/30/2016,9,3.28,-63.55555555555557,0,0,0,6207,10009,0,0,-16216,13239,-2975,0,-2975,0,0,0,-2975,-2975,-2975
RLMD,6/30/2015,30.98,9.12,-70.56165267914784,0,0,0,7872,9227,0,0,-17099,-3704,-20804,0,-20804,0,0,0,-20804,-20804,-20804
RLMD,6/30/2014,30.98,30.98,0.0,0,0,0,840,12107,0,0,-12947,-7954,-20900,436,-21336,0,0,0,-21336,-21336,-21336
DYNT,6/30/2019,1.65,0.88,-46.66666666666666,62565,43392,19174,0,19970,0,0,-796,392,-404,512,-916,5,0,0,-922,-922,-1716
DYNT,6/30/2018,2.95,1.6999,-42.37627118644068,64415,43994,20421,0,21672,0,0,-1251,7,-1244,428,-1673,-70,0,0,-1602,-1602,-3499
DYNT,6/30/2017,2.8,2.95,5.35714285714287,35758,24250,11508,1081,12102,0,0,-1674,86,-1589,278,-1866,0,0,0,-1866,-1866,-4293
SWN,12/31/2019,2.43,2.98,22.63374485596707,3038000,720000,2318000,0,1548000,27000,471000,270000,273000,545000,65000,480000,-411000,0,0,891000,891000,891000
SWN,12/31/2018,3.34,2.42,-27.54491017964072,3862000,785000,3077000,0,1527000,210000,560000,797000,-118000,662000,124000,538000,1000,0,0,537000,537000,535000
SWN,12/31/2017,5.68,3.41,-39.96478873239436,3203000,671000,2532000,0,1303000,0,504000,731000,363000,1088000,135000,953000,-93000,0,0,1046000,1046000,815000
SWN,12/31/2016,10.6,5.91,-44.24528301886792,2436000,592000,1844000,0,1204000,2394000,436000,-2190000,-394000,-2584000,88000,-2672000,-29000,0,0,-2643000,-2643000,-2751000
IRCP,12/31/2019,15.0728,9.17,-39.16193407993207,35481000,0,35481000,0,23194000,3338000,2769000,10583000,0,27959000,17376000,10583000,2117000,0,0,8466000,8466000,7897000
IRCP,12/31/2018,18.13,16.75,-7.611693325979035,35942000,0,35942000,0,22133000,2819000,2002000,12481000,0,28393000,15912000,12481000,2022000,0,0,10459000,10459000,9860000
IRCP,12/31/2017,56.22,18.03,-67.92956243329776,32073000,0,32073000,0,19789000,1877000,1809000,11132000,0,21313000,10181000,11132000,6846000,0,0,4286000,4286000,3685000
IRCP,12/31/2016,43,55.29,28.58139534883721,30608000,0,30608000,0,19306000,1900000,1180000,10304000,0,17408000,7104000,10304000,2906000,0,0,7398000,7398000,7087000
LC,12/31/2019,12.8,10.56,-17.5,758607,0,758607,0,789498,103403,0,-30891,0,215696,246587,-30891,-201,0,-55,-30745,-30745,-30745
LC,12/31/2018,13,12.62,-2.923076923076929,694812,0,694812,0,751789,170509,0,-128110,0,257495,385605,-128110,43,0,-155,-128308,-128308,-128308
